Games,Win Rate,KDA,Avg Kills,Avg Deaths,Avg Assists,CSM,GPM,KP%,DMG%,DPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB%,FB Victim,Solo Kills
36.0,0.361,2.2,2.9,3.1,3.9,8.1,381,0.519,0.212,331,0.48,0.22,0.17,-169,-1,38,0.139,0.083,14
72.0,0.556,2.4,2.7,3.3,5.1,8.4,402,0.511,0.23800000000000002,444,0.41,0.17,0.11,-1,1,-28,0.19399999999999998,0.111,28
19.0,0.053,1.4,1.7,3.4,2.9,7.2,336,0.519,0.275,384,0.4,0.14,0.15,-687,-7,-375,0.053,0.105,3
37.0,0.35100000000000003,2.7,2.4,2.0,3.1,8.0,368,0.551,0.20199999999999999,347,0.43,0.13,0.14,-20,0,-48,0.135,0.054000000000000006,7
98.0,0.5820000000000001,2.7,2.4,2.4,4.2,8.8,399,0.626,0.262,451,0.5,0.24,0.18,240,9,228,0.204,0.17300000000000001,22
13.0,0.615,4,3.5,2.6,7.0,8.3,410,0.555,0.233,498,0.5,0.15,0.16,-148,-8,-219,0.077,0.154,4
40.0,0.7,2.9,2.7,2.9,5.7,7.2,372,0.55,0.20199999999999999,366,0.53,0.14,0.23,-218,-10,-252,0.1,0.15,10
87.0,0.736,3.6,2.6,1.9,4.5,8.7,401,0.535,0.21600000000000003,379,0.51,0.23,0.17,121,-0,146,0.207,0.057,20
64.0,0.594,3.5,2.7,2.1,4.5,8.1,388,0.5820000000000001,0.23399999999999999,443,0.48,0.18,0.14,70,2,-25,0.141,0.063,12
66.0,0.5,3.1,3.2,2.7,5.1,7.9,391,0.59,0.21899999999999997,436,0.49,0.18,0.16,-131,1,-27,0.136,0.091,22
41.0,0.46299999999999997,2.1,2.4,3.3,4.7,7.7,375,0.506,0.222,399,0.52,0.14,0.21,-277,-6,-170,0.171,0.073,21
60.0,0.5670000000000001,3.7,3.1,2.0,4.2,7.8,388,0.586,0.214,367,0.46,0.18,0.15,68,-6,123,0.25,0.05,20
61.0,0.6890000000000001,3.1,2.1,2.4,5.4,7.5,371,0.555,0.19899999999999998,350,0.42,0.14,0.09,-68,-2,-153,0.131,0.115,12
49.0,0.429,2.8,1.8,2.0,3.9,8.4,377,0.605,0.228,346,0.49,0.23,0.19,-339,-6,-235,0.184,0.163,9
114.0,0.632,2.7,3.3,3.4,5.8,8.2,414,0.544,0.262,564,0.38,0.12,0.06,602,15,449,0.044000000000000004,0.044000000000000004,19
34.0,0.529,2.9,2.6,2.7,5.3,7.6,374,0.569,0.21100000000000002,377,0.45,0.16,0.13,53,3,-21,0.20600000000000002,0.17600000000000002,18
33.0,0.545,6.4,3.1,1.2,4.3,8.2,393,0.606,0.244,411,0.39,0.11,0.11,132,2,339,0.212,0.0,9
45.0,0.289,2.2,2.4,2.4,3.0,8.5,375,0.48700000000000004,0.23800000000000002,376,0.4,0.18,0.1,53,5,68,0.244,0.067,14
22.0,0.455,4,3.2,1.8,3.9,8.2,405,0.546,0.256,431,0.39,0.21,0.16,755,17,465,0.045,0.045,11
49.0,0.38799999999999996,2.9,2.0,2.0,3.9,8.7,383,0.6,0.193,295,0.49,0.14,0.16,-212,-5,-50,0.245,0.122,6
77.0,0.5579999999999999,2.8,2.6,2.9,5.5,7.7,385,0.588,0.23,408,0.63,0.2,0.34,-118,3,-16,0.221,0.156,21
18.0,0.5,2.5,2.7,2.7,3.9,7.4,361,0.499,0.19899999999999998,342,0.41,0.08,0.12,-497,-12,-278,0.111,0.055999999999999994,5
50.0,0.56,4.6,2.4,1.7,5.5,8.2,385,0.55,0.191,351,0.53,0.12,0.22,278,4,263,0.16,0.02,11
23.0,0.478,2.4,2.0,2.7,4.5,7.6,370,0.568,0.21899999999999997,386,0.44,0.16,0.13,-368,-10,-146,0.174,0.087,6
27.0,0.741,5.5,3.0,1.6,5.7,8.0,390,0.5579999999999999,0.213,399,0.46,0.21,0.16,160,6,310,0.07400000000000001,0.037000000000000005,5
26.0,0.654,3.3,3.3,2.5,4.9,8.9,425,0.499,0.247,502,0.47,0.22,0.18,623,20,501,0.077,0.038,13
46.0,0.652,3,3.5,2.7,4.7,8.7,427,0.551,0.257,496,0.43,0.09,0.12,562,10,210,0.239,0.043,18
92.0,0.696,3.3,3.3,2.6,5.2,8.3,408,0.49200000000000005,0.225,454,0.43,0.14,0.12,257,11,97,0.185,0.13,26
43.0,0.605,2.7,3.4,3.0,4.7,8.3,404,0.607,0.244,435,0.43,0.19,0.15,430,7,252,0.302,0.07,23
18.0,0.778,4.1,4.6,2.8,6.9,8.6,439,0.619,0.268,522,0.47,0.18,0.15,785,15,565,0.222,0.055999999999999994,20
21.0,0.429,2.2,2.7,3.3,4.6,8.1,384,0.58,0.22,416,0.48,0.19,0.21,-84,3,-69,0.14300000000000002,0.14300000000000002,8
87.0,0.667,3,4.8,3.4,5.3,9.2,445,0.569,0.264,519,0.46,0.17,0.15,714,16,499,0.218,0.161,70
65.0,0.33799999999999997,1.9,2.8,3.6,4.3,8.0,383,0.544,0.233,412,0.5,0.15,0.19,-240,-5,-232,0.10800000000000001,0.185,30
89.0,0.506,3.1,2.4,2.2,4.3,8.1,381,0.565,0.255,430,0.5,0.21,0.17,-169,-5,-185,0.135,0.135,15
98.0,0.49,3.2,2.6,2.4,4.9,8.5,406,0.594,0.235,437,0.47,0.15,0.18,-438,-4,170,0.01,0.01,0
22.0,0.182,1.9,2.3,3.3,3.9,7.4,353,0.523,0.255,432,0.44,0.14,0.13,-243,-2,-209,0.182,0.22699999999999998,7
12.0,0.41700000000000004,2.3,2.3,3.0,4.6,7.6,363,0.489,0.213,377,0.45,0.15,0.13,1712,52,604,0.0,0.0,3
38.0,0.368,3,1.9,2.2,4.6,7.6,353,0.534,0.185,332,0.44,0.14,0.15,-344,-5,-141,0.105,0.079,9
27.0,0.556,3.9,2.4,1.8,4.6,8.5,391,0.56,0.201,356,0.42,0.15,0.13,394,15,344,0.111,0.111,4
40.0,0.3,1.9,1.6,3.0,4.1,7.5,348,0.595,0.21600000000000003,353,0.47,0.15,0.17,-260,0,-192,0.125,0.075,3
14.0,0.643,3.3,1.8,1.8,4.1,7.2,346,0.49,0.19399999999999998,321,0.45,0.17,0.13,39,5,129,0.28600000000000003,0.214,3
21.0,0.095,2.3,2.1,2.1,2.8,8.3,369,0.643,0.259,391,0.52,0.2,0.17,-118,-0,79,0.14300000000000002,0.048,2
43.0,0.698,3.6,2.7,2.2,5.3,7.9,389,0.5379999999999999,0.21899999999999997,403,0.5,0.14,0.2,-243,-1,-155,0.09300000000000001,0.11599999999999999,14
75.0,0.5870000000000001,3.1,3.0,2.8,5.7,8.1,398,0.578,0.22699999999999998,452,0.49,0.2,0.19,312,5,285,0.213,0.107,27
40.0,0.475,3.3,2.6,2.1,4.2,8.6,399,0.583,0.24,385,0.44,0.21,0.2,-6,-3,111,0.15,0.125,7
12.0,0.41700000000000004,1.7,2.5,3.2,2.9,7.6,364,0.436,0.223,356,0.46,0.15,0.17,-536,-3,-29,0.16699999999999998,0.16699999999999998,6
17.0,0.588,3.7,2.8,2.1,4.7,8.3,401,0.594,0.266,450,0.54,0.21,0.23,466,9,412,0.17600000000000002,0.11800000000000001,8
18.0,0.778,5.6,2.6,1.4,5.5,7.3,376,0.505,0.221,455,0.48,0.16,0.18,-120,-6,12,0.111,0.111,3
26.0,0.385,1.7,1.8,3.3,3.8,7.8,364,0.5579999999999999,0.243,376,0.48,0.19,0.18,-382,-3,-298,0.115,0.192,7
36.0,0.361,2.2,2.4,2.9,4.0,8.6,385,0.59,0.264,472,0.45,0.17,0.12,-116,6,-38,0.055999999999999994,0.25,12
46.0,0.522,3.7,3.0,1.9,3.8,9.2,433,0.53,0.245,447,0.42,0.24,0.13,802,15,389,0.196,0.152,21
42.0,0.14300000000000002,1.3,1.4,3.0,2.5,7.7,347,0.591,0.22399999999999998,312,0.51,0.17,0.27,99,3,-93,0.214,0.14300000000000002,2
27.0,0.185,1.3,2.3,3.8,2.8,8.2,372,0.469,0.262,449,0.5,0.13,0.21,-266,-3,-266,0.185,0.14800000000000002,12
33.0,0.455,3.6,3.3,2.4,5.2,7.9,388,0.589,0.21100000000000002,397,0.51,0.21,0.21,348,4,5,0.091,0.091,10
18.0,0.389,2.5,2.2,2.4,3.9,7.7,367,0.503,0.225,404,0.48,0.19,0.16,262,8,367,0.16699999999999998,0.111,1
15.0,0.4,2.3,1.5,3.1,5.5,7.8,350,0.596,0.214,331,0.6,0.24,0.39,-433,-10,-382,0.133,0.067,1
51.0,0.51,3.3,3.2,2.6,5.2,8.8,402,0.601,0.263,473,0.48,0.2,0.23,-235,-6,-110,0.157,0.11800000000000001,12
50.0,0.6,5.2,4.1,2.0,6.5,8.8,422,0.735,0.29600000000000004,595,0.39,0.24,0.21,181,4,74,0.22,0.04,18
50.0,0.52,4.5,2.6,1.7,5.3,7.7,365,0.636,0.21100000000000002,363,0.5,0.26,0.22,-92,-7,-96,0.22,0.04,14
19.0,0.42100000000000004,1.7,1.9,3.4,3.8,8.0,368,0.518,0.22,346,0.45,0.15,0.22,-125,-6,-298,0.105,0.263,2
10.0,0.3,3,2.2,2.1,4.1,8.2,365,0.633,0.26899999999999996,478,0.53,0.14,0.27,-540,-7,-331,0.2,0.1,1
13.0,0.5379999999999999,2.2,4.5,4.2,4.8,8.0,404,0.601,0.26899999999999996,511,0.44,0.15,0.16,332,21,505,0.154,0.0,22
15.0,0.2,2.9,2.5,2.1,3.5,8.7,387,0.573,0.281,464,0.53,0.2,0.27,223,5,85,0.2,0.067,5
14.0,0.071,2.2,2.2,2.3,2.8,8.9,377,0.544,0.205,291,0.37,0.14,0.12,-453,-5,-131,0.071,0.071,1
45.0,0.467,3.4,2.8,2.1,4.3,8.7,394,0.606,0.262,449,0.48,0.16,0.2,91,5,38,0.133,0.067,16
40.0,0.55,4.1,2.9,1.8,4.6,8.4,388,0.695,0.243,441,0.61,0.31,0.35,119,-1,184,0.3,0.1,7
18.0,0.444,3,2.9,3.1,6.4,7.8,381,0.48200000000000004,0.23199999999999998,518,0.53,0.3,0.22,-6,-1,-15,0.055999999999999994,0.111,5
50.0,0.68,6,4.4,1.5,4.8,8.8,410,0.654,0.289,521,0.47,0.25,0.17,152,2,254,0.16,0.04,41
18.0,0.833,4.5,3.1,2.1,6.2,7.7,394,0.516,0.215,469,0.5,0.18,0.2,265,6,337,0.33299999999999996,0.055999999999999994,7
90.0,0.544,3.3,4.1,2.8,5.3,8.6,415,0.614,0.285,520,0.47,0.18,0.2,229,1,21,0.18899999999999997,0.044000000000000004,47
45.0,0.37799999999999995,3.2,2.6,2.0,3.9,8.7,389,0.625,0.307,536,0.44,0.24,0.17,-162,-3,-24,0.08900000000000001,0.022000000000000002,11
44.0,0.43200000000000005,3.1,2.9,2.7,5.3,7.8,370,0.6779999999999999,0.243,441,0.56,0.21,0.27,-124,-6,-166,0.273,0.045,4
15.0,0.4,3.8,2.3,1.5,3.5,9.2,391,0.474,0.27899999999999997,434,0.4,0.11,0.11,-456,5,-140,0.067,0.067,3
97.0,0.381,3.6,2.9,2.1,4.5,8.6,384,0.7020000000000001,0.266,423,0.51,0.23,0.22,69,2,10,0.268,0.10300000000000001,25
15.0,0.067,1.5,2.3,3.7,3.1,7.4,348,0.5760000000000001,0.262,435,0.43,0.11,0.18,-939,-9,-348,0.067,0.267,3
11.0,0.364,2.8,2.3,2.2,3.7,8.3,370,0.498,0.27,451,0.44,0.12,0.13,-171,-4,21,0.182,0.091,1
64.0,0.547,5,3.0,1.6,5.0,8.7,394,0.6609999999999999,0.261,478,0.44,0.17,0.18,96,3,188,0.21899999999999997,0.047,12
36.0,0.41700000000000004,3.6,3.6,2.6,5.6,9.2,418,0.6829999999999999,0.282,535,0.47,0.16,0.2,184,3,48,0.19399999999999998,0.111,5
35.0,0.657,4.5,3.5,1.8,4.6,8.4,399,0.578,0.26899999999999996,498,0.45,0.19,0.17,211,5,172,0.171,0.028999999999999998,18
11.0,0.091,2.1,2.6,3.2,4.2,7.3,350,0.565,0.294,475,0.42,0.11,0.16,-533,-7,-174,0.273,0.091,4
48.0,0.708,5,4.0,2.1,6.7,8.1,397,0.6709999999999999,0.22699999999999998,449,0.45,0.17,0.2,304,1,6,0.22899999999999998,0.021,9
35.0,0.257,2.2,3.3,3.3,4.1,7.5,365,0.528,0.21899999999999997,393,0.45,0.18,0.15,-593,-16,-623,0.171,0.086,9
55.0,0.345,2.5,1.7,2.6,4.8,7.9,354,0.599,0.23600000000000002,401,0.52,0.24,0.28,-30,1,-103,0.145,0.109,1
56.0,0.48200000000000004,3.2,2.9,2.3,4.4,8.3,383,0.62,0.263,436,0.45,0.22,0.16,-147,-1,-64,0.196,0.107,9
91.0,0.6920000000000001,3.7,4.7,2.7,5.4,8.3,423,0.613,0.263,520,0.42,0.2,0.13,307,0,133,0.198,0.08800000000000001,65
28.0,0.321,2.5,4.0,3.2,4.2,7.8,378,0.5820000000000001,0.263,513,0.43,0.22,0.25,-447,-7,-200,0.321,0.036000000000000004,18
48.0,0.813,5.1,2.2,1.6,6.1,8.1,375,0.601,0.243,460,0.6,0.15,0.31,-56,1,-10,0.16699999999999998,0.042,13
42.0,0.14300000000000002,1.6,2.4,3.5,3.2,8.1,361,0.635,0.244,363,0.45,0.18,0.24,-525,-11,-441,0.11900000000000001,0.16699999999999998,5
17.0,0.059000000000000004,1.1,1.5,3.2,2.1,8.3,343,0.634,0.21,308,0.56,0.34,0.22,-633,-14,-369,0.17600000000000002,0.059000000000000004,2
17.0,0.588,3.9,3.2,2.1,4.9,8.3,392,0.563,0.205,354,0.46,0.22,0.17,-346,-8,-389,0.11800000000000001,0.0,5
28.0,0.214,1.8,3.1,3.4,3.0,8.4,376,0.6,0.265,453,0.41,0.15,0.19,-201,-8,-407,0.25,0.071,14
110.0,0.7090000000000001,6.8,2.9,1.2,4.9,9.9,427,0.598,0.237,411,0.47,0.34,0.18,406,10,374,0.282,0.045,35
22.0,0.136,2.1,2.6,2.6,2.7,8.5,374,0.605,0.256,380,0.43,0.15,0.18,-200,-4,-149,0.136,0.045,6
46.0,0.696,3.5,4.3,2.6,4.7,8.7,419,0.633,0.27399999999999997,513,0.46,0.17,0.21,69,1,69,0.196,0.13,24
53.0,0.604,3.3,2.8,2.5,5.3,8.1,380,0.612,0.27399999999999997,501,0.46,0.23,0.21,12,-5,64,0.20800000000000002,0.075,12
12.0,0.083,1.8,2.1,3.3,4.0,7.4,336,0.63,0.33399999999999996,519,0.34,0.12,0.1,-529,-10,25,0.16699999999999998,0.16699999999999998,3
44.0,0.409,2.7,2.6,2.6,4.2,8.9,401,0.687,0.311,527,0.57,0.23,0.29,40,2,111,0.273,0.091,15
23.0,0.304,3.2,3.0,2.2,4.2,8.5,385,0.605,0.257,431,0.51,0.2,0.22,122,3,103,0.174,0.043,6
78.0,0.474,3.5,2.7,2.1,4.6,8.6,387,0.637,0.225,408,0.48,0.19,0.23,-108,-1,-212,0.179,0.09,18
48.0,0.542,4.5,4.8,2.0,4.4,9.2,428,0.754,0.354,634,0.43,0.27,0.17,630,10,305,0.292,0.063,23
18.0,0.278,1.9,3.0,2.9,2.6,8.7,391,0.598,0.309,509,0.46,0.23,0.15,-585,-7,-361,0.055999999999999994,0.111,6
17.0,0.353,2.6,4.6,3.4,4.1,7.9,393,0.605,0.24100000000000002,482,0.45,0.24,0.17,-498,-6,-319,0.0,0.0,13
67.0,0.522,3.3,3.6,2.6,4.8,9.3,425,0.598,0.275,488,0.52,0.24,0.22,225,1,177,0.16399999999999998,0.06,23
24.0,0.625,3.2,2.8,2.8,5.9,7.3,370,0.49700000000000005,0.22899999999999998,440,0.39,0.13,0.15,-187,-10,-273,0.125,0.25,0
109.0,0.7709999999999999,5.5,4.1,2.0,7.0,9.1,441,0.698,0.257,471,0.44,0.24,0.14,195,-0,131,0.092,0.009000000000000001,5
99.0,0.5760000000000001,4,2.7,1.8,4.5,8.7,391,0.687,0.258,445,0.44,0.29,0.23,-15,3,104,0.182,0.061,17
36.0,0.41700000000000004,2.7,2.9,2.8,4.5,7.5,358,0.621,0.254,445,0.48,0.15,0.19,-326,-13,-228,0.222,0.083,16
46.0,0.435,3.2,4.3,2.9,5.1,8.3,407,0.6609999999999999,0.28,512,0.46,0.19,0.22,177,4,-47,0.304,0.065,20
51.0,0.765,5.3,4.9,2.1,6.0,8.7,432,0.601,0.258,528,0.47,0.24,0.19,524,6,348,0.275,0.098,37
17.0,0.41200000000000003,4.1,2.7,1.8,4.8,7.9,380,0.662,0.258,425,0.34,0.17,0.12,380,6,42,0.294,0.11800000000000001,6
26.0,0.5379999999999999,6.8,3.5,1.2,4.3,8.7,404,0.627,0.254,457,0.45,0.22,0.18,356,3,159,0.231,0.038,5
16.0,0.563,5.1,4.6,2.3,7.1,8.4,421,0.664,0.27699999999999997,608,0.43,0.2,0.19,1013,8,466,0.125,0.125,6
65.0,0.5379999999999999,4.7,3.2,1.6,4.6,8.5,393,0.61,0.233,405,0.48,0.23,0.25,182,0,-24,0.185,0.12300000000000001,20
45.0,0.42200000000000004,2.5,3.0,3.0,4.5,8.4,389,0.61,0.276,509,0.47,0.16,0.18,-89,-1,-107,0.244,0.08900000000000001,16
23.0,0.478,3.1,3.0,2.4,4.4,8.4,387,0.627,0.265,454,0.48,0.19,0.21,56,-1,264,0.13,0.087,7
20.0,0.6,3.6,4.0,2.9,6.4,8.2,422,0.5579999999999999,0.25,535,0.44,0.2,0.15,216,2,70,0.15,0.05,13
140.0,0.679,4.1,2.9,1.9,5.0,9.0,409,0.599,0.254,446,0.53,0.28,0.22,162,4,71,0.271,0.079,39
24.0,0.41700000000000004,3.6,2.8,1.8,3.8,9.2,403,0.652,0.256,413,0.46,0.15,0.21,308,6,283,0.20800000000000002,0.125,5
40.0,0.325,2.8,2.5,2.4,4.1,8.8,384,0.6679999999999999,0.28800000000000003,508,0.34,0.15,0.11,-101,5,-69,0.125,0.175,7
66.0,0.455,2.9,1.5,2.0,4.3,8.1,353,0.606,0.24600000000000002,375,0.49,0.23,0.23,-227,-9,-105,0.152,0.091,3
78.0,0.654,5.9,3.5,1.5,5.1,8.8,408,0.688,0.281,536,0.43,0.24,0.16,330,10,221,0.282,0.077,17
29.0,0.44799999999999995,3,3.3,2.4,4.0,8.7,385,0.619,0.22899999999999998,404,0.43,0.13,0.2,-404,-2,-33,0.172,0.069,16
43.0,0.442,3.4,3.0,2.3,4.8,8.6,390,0.703,0.307,587,0.42,0.24,0.19,89,6,91,0.18600000000000003,0.11599999999999999,15
50.0,0.68,6.4,4.4,1.6,6.1,8.3,407,0.6659999999999999,0.268,489,0.45,0.21,0.15,292,3,182,0.18,0.04,17
36.0,0.722,4,4.5,2.4,5.2,8.4,408,0.619,0.26899999999999996,514,0.47,0.27,0.21,557,6,325,0.222,0.055999999999999994,22
51.0,0.647,4.3,3.7,2.5,6.9,7.7,392,0.66,0.263,537,0.4,0.15,0.18,60,-2,-32,0.255,0.059000000000000004,15
42.0,0.14300000000000002,1.5,1.6,2.6,2.4,8.2,352,0.655,0.262,366,0.49,0.19,0.24,-501,-8,-289,0.048,0.095,7
32.0,0.375,2.4,3.0,3.0,4.2,9.2,408,0.67,0.261,449,0.67,0.27,0.32,-304,-7,-151,0.25,0.094,10
46.0,0.304,2.2,2.7,3.3,4.7,7.7,365,0.617,0.23800000000000002,412,0.46,0.14,0.19,-173,-10,-211,0.261,0.109,8
45.0,0.511,3,3.5,2.9,5.1,8.6,402,0.625,0.281,502,0.4,0.21,0.12,73,4,36,0.222,0.08900000000000001,18
22.0,0.5,3.4,2.8,2.6,6.0,7.9,376,0.598,0.255,525,0.45,0.22,0.19,-16,1,207,0.136,0.0,9
63.0,0.762,4.1,3.0,2.1,5.7,8.2,392,0.593,0.242,446,0.5,0.21,0.25,10,1,48,0.23800000000000002,0.016,20
50.0,0.7,4,4.6,2.6,5.9,8.4,419,0.622,0.251,552,0.45,0.24,0.17,324,4,225,0.24,0.1,11
79.0,0.177,2.2,1.6,2.4,3.7,8.5,358,0.63,0.253,370,0.49,0.2,0.23,-318,-5,-178,0.215,0.08900000000000001,13
14.0,0.28600000000000003,3.4,2.6,1.8,3.4,8.4,379,0.6409999999999999,0.24600000000000002,421,0.51,0.08,0.22,92,2,-28,0.214,0.0,9
42.0,0.405,2.7,3.0,2.6,4.1,8.9,395,0.605,0.271,459,0.37,0.17,0.15,-12,1,-108,0.214,0.095,14
35.0,0.5429999999999999,3.9,4.6,2.5,5.3,8.8,415,0.723,0.289,543,0.45,0.2,0.22,5,1,94,0.22899999999999998,0.086,15
14.0,0.14300000000000002,1.5,2.7,4.1,3.2,7.6,371,0.517,0.281,514,0.37,0.15,0.19,-602,-14,-558,0.28600000000000003,0.14300000000000002,5
21.0,0.33299999999999996,2.2,2.6,3.2,4.4,8.9,393,0.64,0.292,491,0.52,0.29,0.26,207,5,-15,0.14300000000000002,0.095,6
16.0,0.375,2.9,2.4,2.1,3.8,8.7,386,0.653,0.242,426,0.54,0.2,0.21,-46,-3,-90,0.188,0.188,1
108.0,0.602,2.8,3.6,3.1,5.1,9.4,426,0.569,0.262,512,0.47,0.2,0.17,174,5,59,0.16699999999999998,0.111,43
46.0,0.5,3.2,3.2,2.5,4.7,8.1,383,0.62,0.271,467,0.51,0.2,0.21,-231,-8,-94,0.152,0.152,15
24.0,0.667,5,4.5,1.9,5.1,8.8,422,0.6409999999999999,0.259,536,0.47,0.22,0.16,178,0,38,0.125,0.042,8
84.0,0.667,4.5,3.9,2.0,4.9,8.8,408,0.654,0.268,493,0.37,0.16,0.18,-28,1,109,0.179,0.083,32
44.0,0.523,3,3.3,2.7,4.8,8.0,382,0.545,0.24600000000000002,482,0.56,0.15,0.26,-323,-7,-174,0.182,0.091,19
42.0,0.429,2,2.9,3.3,3.8,8.8,404,0.565,0.28,501,0.44,0.13,0.15,105,3,-25,0.071,0.14300000000000002,15
79.0,0.595,4.1,3.3,2.1,5.4,8.9,413,0.644,0.28800000000000003,531,0.42,0.16,0.15,381,8,326,0.228,0.076,41
21.0,0.33299999999999996,2.3,2.6,3.2,5.0,7.2,346,0.49700000000000005,0.205,368,0.4,0.11,0.18,-598,-6,-384,0.14300000000000002,0.095,1
14.0,0.28600000000000003,1.7,2.2,4.0,4.6,7.6,363,0.517,0.25,466,0.48,0.2,0.25,170,0,-63,0.14300000000000002,0.14300000000000002,6
35.0,0.743,4.5,3.9,2.3,6.4,8.4,413,0.568,0.203,383,0.48,0.26,0.19,14,-1,135,0.2,0.114,11
28.0,0.46399999999999997,3.2,3.9,2.6,4.4,7.9,382,0.5670000000000001,0.268,520,0.42,0.14,0.16,-148,-5,-52,0.107,0.14300000000000002,19
29.0,0.655,3.6,2.6,2.6,6.8,7.7,373,0.579,0.248,504,0.59,0.27,0.28,-3,-2,83,0.31,0.034,7
98.0,0.633,4.9,4.1,1.8,4.8,9.3,430,0.674,0.289,539,0.34,0.27,0.15,171,20,560,0.0,0.0,1
35.0,0.371,2.9,2.3,2.5,5.0,8.3,374,0.57,0.261,412,0.41,0.21,0.14,-234,1,31,0.2,0.057,9
45.0,0.467,3.2,3.0,2.5,5.0,8.5,388,0.639,0.253,451,0.62,0.24,0.35,95,2,57,0.133,0.133,9
27.0,0.63,3.7,3.6,2.5,5.7,9.0,414,0.682,0.304,558,0.47,0.27,0.21,-93,0,-132,0.111,0.111,8
10.0,0.4,2.3,3.6,3.7,4.9,7.7,381,0.494,0.254,467,0.45,0.22,0.18,-600,-8,-247,0.1,0.2,5
30.0,0.433,4.7,2.2,1.4,4.3,8.8,380,0.672,0.256,424,0.44,0.34,0.16,-60,0,-134,0.133,0.133,1
15.0,0.467,3.5,3.5,2.3,4.7,8.5,406,0.725,0.305,513,0.49,0.08,0.19,-170,-2,90,0.267,0.067,5
50.0,0.6,6.2,3.9,1.4,4.9,9.3,422,0.638,0.267,466,0.37,0.13,0.11,331,9,268,0.26,0.06,9
44.0,0.341,2.6,2.5,2.2,3.2,8.3,372,0.685,0.282,389,0.48,0.29,0.26,-223,-6,-353,0.22699999999999998,0.114,8
57.0,0.544,3.4,3.6,2.2,4.0,9.3,421,0.63,0.27899999999999997,490,0.42,0.27,0.2,251,6,10,0.12300000000000001,0.12300000000000001,17
51.0,0.706,4.1,4.0,2.6,6.8,7.9,396,0.611,0.244,510,0.45,0.23,0.21,-39,1,1,0.17600000000000002,0.059000000000000004,7
70.0,0.629,2.5,4.7,3.5,3.9,9.1,437,0.5710000000000001,0.25,519,0.39,0.15,0.13,289,10,136,0.22899999999999998,0.071,51
23.0,0.435,1.7,1.7,3.3,3.8,8.4,374,0.46399999999999997,0.228,408,0.51,0.24,0.21,-526,2,-172,0.087,0.217,7
32.0,0.281,2.4,2.8,2.5,3.3,8.4,378,0.612,0.297,503,0.57,0.28,0.33,-161,-7,-162,0.188,0.125,9
20.0,0.1,2.6,1.5,1.9,3.5,8.5,357,0.688,0.237,356,0.45,0.19,0.2,-611,-12,-381,0.25,0.05,2
37.0,0.649,5.8,4.6,1.7,5.5,8.7,427,0.645,0.289,541,0.39,0.2,0.13,476,6,137,0.243,0.10800000000000001,21
48.0,0.604,3.8,4.6,2.8,6.1,7.7,394,0.654,0.258,522,0.4,0.16,0.26,27,-1,-74,0.146,0.146,26
83.0,0.518,4.8,3.3,1.8,5.3,8.7,401,0.639,0.284,535,0.45,0.19,0.19,158,2,75,0.193,0.06,18
27.0,0.37,4.2,3.7,1.8,3.8,8.3,395,0.693,0.257,450,0.47,0.2,0.22,114,3,233,0.222,0.185,11
15.0,0.267,2.1,3.2,2.9,2.7,8.9,402,0.605,0.27899999999999997,439,0.45,0.18,0.17,-262,-11,-297,0.067,0.067,3
61.0,0.6890000000000001,4.8,3.6,1.9,5.4,9.0,424,0.634,0.281,495,0.53,0.27,0.25,458,13,444,0.131,0.08199999999999999,22
26.0,0.5,3.5,3.9,2.8,6.1,8.3,400,0.741,0.303,540,0.51,0.26,0.21,-54,-6,-171,0.154,0.26899999999999996,5
86.0,0.57,3.2,3.1,2.5,5.1,8.8,411,0.66,0.27,470,0.39,0.23,0.18,2,3,84,0.221,0.105,28
32.0,0.156,1.7,2.0,3.6,4.3,7.5,350,0.6779999999999999,0.266,471,0.41,0.21,0.2,-220,-10,-113,0.156,0.125,7
65.0,0.5379999999999999,4.5,2.8,1.8,5.1,8.6,393,0.6409999999999999,0.21899999999999997,377,0.56,0.22,0.26,-75,-4,65,0.16899999999999998,0.046,1
16.0,0.43799999999999994,3.1,3.5,2.7,4.8,8.4,386,0.664,0.265,487,0.45,0.2,0.17,-40,-6,-137,0.25,0.125,7
22.0,0.22699999999999998,2.5,2.5,2.4,3.5,8.6,384,0.556,0.275,445,0.52,0.28,0.22,-343,-0,82,0.091,0.182,5
107.0,0.561,4.6,3.4,2.0,5.7,8.9,408,0.591,0.249,465,0.5,0.22,0.21,214,7,216,0.15,0.047,31
76.0,0.6579999999999999,4.7,3.6,1.9,5.6,9.0,431,0.608,0.258,494,0.5,0.21,0.21,174,1,-6,0.21100000000000002,0.092,19
17.0,0.41200000000000003,3.7,4.0,2.4,4.8,8.2,395,0.6609999999999999,0.251,435,0.42,0.18,0.16,-43,-7,-140,0.353,0.17600000000000002,5
58.0,0.603,4,3.8,2.3,5.6,7.9,393,0.6890000000000001,0.237,465,0.46,0.18,0.2,59,-6,-56,0.22399999999999998,0.052000000000000005,22
21.0,0.33299999999999996,2.7,3.7,3.1,4.8,7.7,373,0.622,0.26899999999999996,468,0.45,0.19,0.14,-24,5,170,0.095,0.19,12
70.0,0.6709999999999999,4.5,4.5,2.2,5.1,9.2,444,0.62,0.303,577,0.43,0.3,0.13,299,8,198,0.243,0.043,50
